instance_id,state_x,state_y,h_star,mu,sigma,error,abs_error,rel_error,grid_size
1,30,20,12.0,165.6024627685547,1.5079491857542095e-39,153.6024627685547,153.6024627685547,12.80020416402921,32
1,21,30,13.0,158.69821166992188,1.354211471080187e-29,145.69821166992188,145.69821166992188,11.207553881720616,32
1,22,31,13.0,135.55685424804688,3.9748644069280386e-28,122.55685424804688,122.55685424804688,9.427449601584406,32
1,26,23,13.0,178.08668518066406,8.560682471442923e-35,165.08668518066406,165.08668518066406,12.69897480628379,32
1,27,22,13.0,177.603271484375,2.5728439827686433e-36,164.603271484375,164.603271484375,12.661789140198913,32
1,28,21,13.0,177.27938842773438,6.864352728882356e-38,164.27938842773438,164.27938842773438,12.636875060835333,32
1,29,20,13.0,177.01841735839844,1.8539885989400846e-39,164.01841735839844,164.01841735839844,12.616800364738314,32
1,30,19,13.0,176.75741577148438,5.007502250826716e-41,163.75741577148438,163.75741577148438,12.596723321135466,32
1,20,30,14.0,170.35145568847656,4.9251400786210644e-30,156.35145568847656,156.35145568847656,11.167960322894018,32
1,21,31,14.0,147.17694091796875,1.4477290108176306e-28,133.17694091796875,133.17694091796875,9.512637957523628,32
1,21,29,14.0,170.05406188964844,1.5884050540603258e-30,156.05406188964844,156.05406188964844,11.146717910209324,32
1,26,22,14.0,189.14923095703125,3.1227279523524423e-36,175.14923095703125,175.14923095703125,12.5106584604552,32
1,27,21,14.0,188.75186157226562,8.533184307628644e-38,174.75186157226562,174.75186157226562,12.482274934999335,32
1,29,19,14.0,188.17337036132812,6.156608040844673e-41,174.17337036132812,174.17337036132812,12.440954137169571,32
1,31,19,14.0,165.34146118164062,4.072872371552564e-41,151.34146118164062,151.34146118164062,10.81010359796693,32
1,30,18,14.0,187.91238403320312,1.662885039309209e-42,173.91238403320312,173.91238403320312,12.422312257920776,32
1,19,30,15.0,182.04290771484375,2.412125761094047e-30,167.04290771484375,167.04290771484375,11.136193105243377,32
1,20,31,15.0,158.79855346679688,5.305457498036242e-29,143.79855346679688,143.79855346679688,9.586569592015152,32
1,20,29,15.0,181.79705810546875,5.003441526496487e-31,166.79705810546875,166.79705810546875,11.119803132377708,32
1,21,28,15.0,181.18270874023438,3.685199230182972e-31,166.18270874023438,166.18270874023438,11.078846510759192,32
1,25,22,15.0,200.71987915039062,3.72981045185881e-36,185.71987915039062,185.71987915039062,12.381324451271079,32
1,26,21,15.0,200.25253295898438,1.0666328080514829e-37,185.25253295898438,185.25253295898438,12.350168040587755,32
1,28,19,15.0,199.5893096923828,7.569522496606224e-41,184.5893096923828,184.5893096923828,12.30595315909531,32
1,29,18,15.0,199.3283233642578,2.0444474464547785e-42,184.3283233642578,184.3283233642578,12.288554071713584,32
1,31,18,15.0,176.49642944335938,1.3524936888160972e-42,161.49642944335938,161.49642944335938,10.766427911795432,32
1,30,17,15.0,199.06732177734375,5.521919172357372e-44,184.06732177734375,184.06732177734375,12.27115396707932,32
1,18,30,16.0,193.77017211914062,1.3706495114145803e-30,177.77017211914062,177.77017211914062,11.110635063031596,32
1,19,29,16.0,193.5535125732422,1.9305002750576229e-31,177.5535125732422,177.5535125732422,11.097093842259271,32
1,20,28,16.0,192.9253387451172,1.1569218294775262e-31,176.9253387451172,176.9253387451172,11.057832980455263,32
1,22,28,16.0,169.44671630859375,1.246553676516945e-30,153.44671630859375,153.44671630859375,9.59041916988591,32
1,24,22,16.0,212.30477905273438,4.444695750646827e-36,196.30477905273438,196.30477905273438,12.269047923980402,32
1,25,21,16.0,211.79766845703125,1.2953114432405588e-37,195.79766845703125,195.79766845703125,12.237353513729857,32
1,26,20,16.0,211.401123046875,3.537577684317001e-39,195.401123046875,195.401123046875,12.212569427144098,32
1,28,18,16.0,210.7442626953125,2.513639139669088e-42,194.7442626953125,194.7442626953125,12.171515657737302,32
1,29,17,16.0,210.4832763671875,6.789123528387952e-44,194.4832763671875,194.4832763671875,12.155204013248968,32
1,31,17,16.0,187.6513671875,4.491275471983609e-44,171.6513671875,171.6513671875,10.728209778705638,32
1,30,16,16.0,210.22227478027344,1.8337119625801074e-45,194.22227478027344,194.22227478027344,12.138891415086375,32
1,17,30,17.0,205.49740600585938,7.7884831439673e-31,188.49740600585938,188.49740600585938,11.0880820539869,32
1,18,29,17.0,205.28732299804688,1.0966560205559303e-31,188.28732299804688,188.28732299804688,11.07572423072486,32
1,19,28,17.0,204.6683349609375,3.6442231051270284e-32,187.6683349609375,187.6683349609375,11.039313171860254,32
1,20,27,17.0,204.05760192871094,2.7735423212878306e-32,187.05760192871094,187.05760192871094,11.0033877014896,32
1,22,27,17.0,180.58572387695312,3.173521524473891e-31,163.58572387695312,163.58572387695312,9.622689073780238,32
1,24,21,17.0,223.37158203125,1.5463157814419164e-37,206.37158203125,206.37158203125,12.13950411127917,32
1,25,20,17.0,222.90184020996094,4.4219089651561696e-39,205.90184020996094,205.90184020996094,12.11187224106404,32
1,26,19,17.0,222.5497283935547,1.1732853832181079e-40,205.5497283935547,205.5497283935547,12.091159782493817,32
1,27,18,17.0,222.19757080078125,3.113108159274264e-42,205.19757080078125,205.19757080078125,12.07044463119627,32
1,28,17,17.0,221.89923095703125,8.347133821597313e-44,204.89923095703125,204.89923095703125,12.052895229655059,32
1,29,16,17.0,221.6382293701172,2.2545063881998096e-45,204.6382293701172,204.6382293701172,12.037542196033822,32
1,31,16,17.0,198.80630493164062,1.491457100901939e-45,181.80630493164062,181.80630493164062,10.694487896303102,32
1,30,15,17.0,221.41232299804688,8.307065064766842e-47,204.41232299804688,204.41232299804688,12.024253586693723,32
1,17,31,18.0,193.98025512695312,9.734392932551293e-30,175.98025512695312,175.98025512695312,9.776680297237379,32
1,17,29,18.0,217.01458740234375,6.231609193156456e-32,199.01458740234375,199.01458740234375,11.056365352554355,32
1,18,28,18.0,216.51470947265625,1.770181432613035e-32,198.51470947265625,198.51470947265625,11.028594358003438,32
1,19,27,18.0,215.8375244140625,8.087803628866843e-33,197.8375244140625,197.8375244140625,10.990972967949418,32
1,20,26,18.0,215.30191040039062,6.353955930118917e-33,197.30191040039062,197.30191040039062,10.961216635509665,32
1,22,26,18.0,191.72463989257812,8.079142825764367e-32,173.72463989257812,173.72463989257812,9.651368346733877,32
1,23,21,18.0,235.37258911132812,1.7231194722026247e-37,217.37258911132812,217.37258911132812,12.076254279726324,32
1,24,20,18.0,234.44610595703125,5.3730499821536256e-39,216.44610595703125,216.44610595703125,12.024782996236013,32
1,25,19,18.0,234.05044555664062,1.4665857877098524e-40,216.05044555664062,216.05044555664062,12.002801864102153,32
1,26,18,18.0,233.6982879638672,3.891299946595459e-42,215.6982879638672,215.6982879638672,11.983237554479423,32
1,27,17,18.0,233.34616088867188,1.0324964591161841e-43,215.34616088867188,215.34616088867188,11.963674940277606,32
1,28,16,18.0,233.03590393066406,3.3156642515910104e-45,215.03590393066406,215.03590393066406,11.94643844356809,32
1,29,15,18.0,232.81106567382812,1.2940461186620267e-46,214.81106567382812,214.81106567382812,11.93394742999337,32
1,31,15,18.0,210.01361083984375,5.332597968097138e-47,192.01361083984375,192.01361083984375,10.667422231801195,32
1,30,14,18.0,232.89959716796875,5.2849038291385515e-48,214.89959716796875,214.89959716796875,11.938865846061272,32
1,16,29,19.0,228.7418212890625,3.541006125672517e-32,209.7418212890625,209.7418212890625,11.039042644737886,32
1,17,28,19.0,228.34617614746094,8.670461521999664e-33,209.34617614746094,209.34617614746094,11.018219217328511,32
1,18,27,19.0,227.6798095703125,3.253886083225462e-33,208.6798095703125,208.6798095703125,10.983147294061325,32
1,19,26,19.0,227.09378051757812,1.7761125695608257e-33,208.09378051757812,208.09378051757812,10.952303661330234,32
1,21,26,19.0,203.510009765625,2.273096686201383e-32,184.510009765625,184.510009765625,9.711052634451177,32
1,20,25,19.0,226.5612335205078,1.4339351381251064e-33,207.5612335205078,207.5612335205078,10.924274873485944,32
1,22,25,19.0,202.97743225097656,1.835228655722011e-32,183.97743225097656,183.97743225097656,9.683022240418648,32
1,23,20,19.0,246.43936157226562,5.994756407767679e-39,227.43936157226562,227.43936157226562,11.97049208430387,32
1,24,19,19.0,245.5511474609375,1.833220044675737e-40,226.5511474609375,226.5511474609375,11.923743975641763,32
1,25,18,19.0,245.1990203857422,4.8640925895538026e-42,226.1990203857422,226.1990203857422,11.905210972659537,32
1,26,17,19.0,244.84103393554688,1.366583854688647e-43,225.84103393554688,225.84103393554688,11.886369581535646,32
1,29,14,19.0,244.29832458496094,8.232642015294936e-48,225.29832458496094,225.29832458496094,11.857805933008157,32
1,31,14,19.0,221.5008544921875,3.392566111030458e-48,202.5008544921875,202.5008544921875,10.657939149170966,32
1,30,13,19.0,244.38687133789062,3.3621977408046536e-49,225.38687133789062,225.38687133789062,11.862466288180228,32
1,15,29,20.0,240.46905517578125,2.012147315500894e-32,220.46905517578125,220.46905517578125,11.023452207616451,32
1,16,28,20.0,240.12796020507812,4.187135078842345e-33,220.12796020507812,220.12796020507812,11.006397459934032,32
1,17,27,20.0,239.54837036132812,1.5717847471334884e-33,219.54837036132812,219.54837036132812,10.977417969195507,32
1,19,25,20.0,238.35311889648438,4.008198025796848e-34,218.35311889648438,218.35311889648438,10.917655398941449,32
1,23,25,20.0,191.04611206054688,2.559574927878258e-32,171.04611206054688,171.04611206054688,8.552305175412085,32
1,22,24,20.0,214.09149169921875,1.551921056241205e-33,194.09149169921875,194.09149169921875,9.704574099732232,32
1,22,20,20.0,258.44036865234375,6.680035990296236e-39,238.44036865234375,238.44036865234375,11.922017836516295,32
1,24,18,20.0,256.6997375488281,6.080075307597936e-42,236.69973754882812,236.69973754882812,11.834986285692091,32
1,25,17,20.0,256.3177185058594,2.1622095040137433e-43,236.31771850585938,236.31771850585938,11.815885334498702,32
1,26,16,20.0,255.92918395996094,8.203405718561292e-45,235.92918395996094,235.92918395996094,11.796458608175115,32
1,28,14,20.0,255.69705200195312,1.2824821044920003e-47,235.69705200195312,235.69705200195312,11.784852010855055,32
1,29,13,20.0,255.78561401367188,5.237556341660881e-49,235.78561401367188,235.78561401367188,11.789280111219588,32
1,31,13,20.0,232.9867401123047,2.2471519991750074e-49,212.9867401123047,212.9867401123047,10.649336473148411,32
1,30,12,20.0,255.8531494140625,3.8919076080101956e-50,235.8531494140625,235.8531494140625,11.79265688107028,32
1,14,29,21.0,252.2186279296875,2.9082001281917174e-32,231.2186279296875,231.2186279296875,11.010410329489389,32
1,15,30,21.0,228.95191955566406,2.514852097459556e-31,207.95191955566406,207.95191955566406,9.902471888247247,32
1,15,28,21.0,251.9097900390625,2.0220183905333143e-33,230.9097900390625,230.9097900390625,10.995703763969463,32
1,16,27,21.0,251.41696166992188,7.592598282081721e-34,230.41696166992188,230.41696166992188,10.972235747508863,32
1,17,26,21.0,250.77279663085938,2.7226349200632812e-34,229.77279663085938,229.77279663085938,10.941561223299912,32
1,18,25,21.0,250.14508056640625,1.1203889901887645e-34,229.14508056640625,229.14508056640625,10.91166998355887,32
1,19,24,21.0,249.6212158203125,8.794570705746989e-35,228.6212158203125,228.6212158203125,10.886724044456592,32
1,21,20,21.0,270.4413757324219,7.443595260946593e-39,249.44137573242188,249.44137573242188,11.87816018353627,32
1,23,24,21.0,202.1298828125,1.7636626972065693e-33,181.1298828125,181.1298828125,8.625232104155614,32
1,21,24,21.0,226.0286865234375,1.1576799892015241e-33,205.0286865234375,205.0286865234375,9.763270321912723,32
1,22,23,21.0,225.18861389160156,1.024274723770097e-34,204.18861389160156,204.18861389160156,9.723266865158795,32
1,23,18,21.0,268.5836181640625,8.45269102745027e-42,247.5836181640625,247.5836181640625,11.78969554163652,32
1,24,17,21.0,267.79443359375,3.4210487144329036e-43,246.79443359375,246.79443359375,11.752115325792127,32
1,25,16,21.0,267.4058532714844,1.2979530729753924e-44,246.40585327148438,246.40585327148438,11.73361150180347,32
1,27,14,21.0,267.1076965332031,2.0024456204611804e-47,246.10769653320312,246.10769653320312,11.719413562561407,32
1,28,13,21.0,267.1842956542969,8.159010218069111e-49,246.18429565429688,246.18429565429688,11.723061139582654,32
1,29,12,21.0,267.2679138183594,3.8359273002678774e-50,246.26791381835938,246.26791381835938,11.727042956729353,32
1,31,12,21.0,244.57333374023438,5.120462786946394e-50,223.57333374023438,223.57333374023438,10.646348718756458,32
1,30,11,21.0,267.30596923828125,6.708493913057676e-51,246.30596923828125,246.30596923828125,11.728855119496481,32
1,13,29,22.0,263.9570617675781,7.747083745670392e-32,241.95706176757812,241.95706176757812,10.99804776225138,32
1,14,30,22.0,240.6764678955078,3.156064405394957e-31,218.6764678955078,218.6764678955078,9.939838997984946,32
1,14,28,22.0,263.7086181640625,2.329709436982039e-33,241.7086181640625,241.7086181640625,10.986754871695801,32
1,15,27,22.0,263.2200622558594,3.7101178180020005e-34,241.22006225585938,241.22006225585938,10.964547785968708,32
1,16,26,22.0,262.6413269042969,1.3152048131697518e-34,240.64132690429688,240.64132690429688,10.938241634820692,32
1,17,25,22.0,262.00372314453125,4.88126646361739e-35,240.00372314453125,240.00372314453125,10.9092596470578,32
1,19,23,22.0,260.9187316894531,1.7546819966311535e-35,238.91873168945312,238.91873168945312,10.859941855886875,32
1,20,20,22.0,282.4423828125,8.294686047485079e-39,260.4423828125,260.4423828125,11.838289589736837,32
1,21,21,22.0,259.37457275390625,2.139570495427096e-37,237.37457275390625,237.37457275390625,10.789752816552427,32
1,21,19,22.0,281.503173828125,2.719803082318057e-40,259.503173828125,259.503173828125,11.79559827420576,32
1,21,23,22.0,237.15869140625,8.771519514161106e-35,215.15869140625,215.15869140625,9.779940073923179,32
1,23,23,22.0,213.2185516357422,1.196064950659857e-34,191.2185516357422,191.2185516357422,8.691751951999557,32
1,22,22,22.0,236.30679321289062,5.518993401716923e-36,214.30679321289062,214.30679321289062,9.741217430530599,32
1,22,18,22.0,280.53253173828125,1.2142333587993424e-41,258.53253173828125,258.53253173828125,11.75147818121832,32
1,24,24,22.0,190.16824340820312,2.004263448075814e-33,168.16824340820312,168.16824340820312,7.6440107165542,32
1,24,16,22.0,278.882568359375,2.053621854613992e-44,256.882568359375,256.882568359375,11.676479849222506,32
1,25,15,22.0,278.5937194824219,7.904768766184773e-46,256.5937194824219,256.5937194824219,11.66335035541234,32
1,26,14,22.0,278.59112548828125,3.171317370328563e-47,256.59112548828125,256.59112548828125,11.663232446593128,32
1,28,12,22.0,278.6716003417969,5.190633040628779e-50,256.6716003417969,256.6716003417969,11.666890394313931,32
1,29,11,22.0,278.5681457519531,4.853968369188996e-51,256.5681457519531,256.5681457519531,11.662187913171145,32
1,31,11,22.0,256.2167053222656,1.2866600530550359e-50,234.21670532226562,234.21670532226562,10.64621339436601,32
1,30,10,22.0,279.0943603515625,1.7911329429382643e-51,257.0943603515625,257.0943603515625,11.686106757520715,32
1,12,29,23.0,275.6417236328125,2.023532839104927e-31,252.6417236328125,252.6417236328125,10.984422289060443,32
1,13,28,23.0,275.4752502441406,5.258178596423952e-33,252.47525024414062,252.47525024414062,10.977184315954622,32
1,14,27,23.0,274.9857177734375,4.091995253591129e-34,251.9857177734375,251.9857177734375,10.95590029641466,32
1,14,31,23.0,229.08547973632812,2.3107630952253083e-30,206.08547973632812,206.08547973632812,8.960237859830011,32
1,15,26,23.0,274.5099182128906,6.353076941918029e-35,251.50991821289062,251.50991821289062,10.935213359899011,32
1,16,25,23.0,273.8833312988281,2.152507292260207e-35,250.88333129882812,250.88333129882812,10.90797045177642,32
1,17,24,23.0,273.2770690917969,8.219449937022964e-36,250.27706909179688,250.27706909179688,10.88161122652981,32
1,18,23,23.0,272.7265930175781,4.659636175782171e-36,249.72659301757812,249.72659301757812,10.85767748521307,32
1,19,22,23.0,272.2162780761719,3.5009734904621434e-36,249.21627807617188,249.21627807617188,10.835489880029652,32
1,19,20,23.0,294.4433898925781,9.242736833952504e-39,271.4433898925781,271.4433898925781,11.801886003943135,32
1,20,21,23.0,271.3755798339844,2.384151571982078e-37,248.37557983398438,248.37557983398438,10.79893778413246,32
1,20,19,23.0,293.48016357421875,3.83615168513099e-40,270.48016357421875,270.48016357421875,11.760006600617919,32
1,21,18,23.0,292.509521484375,1.7126309303461086e-41,269.509521484375,269.509521484375,11.717804772459575,32
1,23,16,23.0,290.7379150390625,3.0568076076131705e-44,267.7379150390625,267.7379150390625,11.640778408621047,32
1,24,15,23.0,290.0771789550781,1.2519338993770155e-45,267.0771789550781,267.0771789550781,11.612050754044668,32
1,25,14,23.0,290.07464599609375,5.02267698142891e-47,267.07464599609375,267.07464599609375,11.611940625397962,32
1,26,13,23.0,290.0720520019531,2.0150959258370197e-48,267.0720520019531,267.0720520019531,11.611827843048925,32
1,27,12,23.0,290.0703430175781,8.08603697511452e-50,267.0703430175781,267.0703430175781,11.611753539383677,32
1,29,10,23.0,290.2560119628906,9.625942158300133e-52,267.2560119628906,267.2560119628906,11.61982610187237,32
1,31,10,23.0,267.9327392578125,3.3327732644763817e-51,244.9327392578125,244.9327392578125,10.64924906993754,32
1,30,9,23.0,290.9456481933594,4.909515810306376e-52,267.9456481933594,267.9456481933594,11.649810284502134,32
1,11,29,24.0,287.3241271972656,5.8541697153786e-31,263.3241271972656,263.3241271972656,10.971838176059476,32
1,13,27,24.0,286.7476501464844,8.096844351946378e-34,262.7476501464844,262.7476501464844,10.94781829994442,32
1,13,31,24.0,240.772216796875,5.078922722185926e-30,216.772216796875,216.772216796875,9.032175323529152,32
1,16,24,24.0,285.1544494628906,3.553827532405066e-36,261.1544494628906,261.1544494628906,10.881434940893987,32
1,17,23,24.0,284.5503845214844,1.3840327485634558e-36,260.5503845214844,260.5503845214844,10.856265569384117,32
1,18,22,24.0,284.02410888671875,9.29692006761853e-37,260.02410888671875,260.02410888671875,10.834337418849222,32
1,18,20,24.0,306.4278259277344,1.2119907983435107e-38,282.4278259277344,282.4278259277344,11.7678255899962,32
1,19,21,24.0,283.358154296875,2.271123403416019e-37,259.358154296875,259.358154296875,10.806589312095236,32
1,19,19,24.0,305.4571838378906,5.4109142058280735e-40,281.4571838378906,281.4571838378906,11.727382171271184,32
1,20,22,24.0,260.2583923339844,4.463283464111642e-36,236.25839233398438,236.25839233398438,9.84409927041188,32
1,21,17,24.0,303.5158386230469,1.0784336191635818e-42,279.5158386230469,279.5158386230469,11.646492790689752,32
1,22,16,24.0,302.6449279785156,4.512157420007332e-44,278.6449279785156,278.6449279785156,11.610204848679615,32
1,23,15,24.0,301.9283142089844,1.868623699968811e-45,277.9283142089844,277.9283142089844,11.580345942859934,32
1,24,14,24.0,301.5581359863281,7.954827951250481e-47,277.5581359863281,277.5581359863281,11.564921850891928,32
1,25,13,24.0,301.5555114746094,3.1914006349804644e-48,277.5555114746094,277.5555114746094,11.564812496241537,32
1,26,12,24.0,301.57122802734375,1.2889450559564592e-49,277.57122802734375,277.57122802734375,11.565467352578183,32
1,27,11,24.0,301.69854736328125,6.91273679004347e-51,277.69854736328125,277.69854736328125,11.570772324687871,32
1,29,9,24.0,302.1072998046875,2.638481716367944e-52,278.1072998046875,278.1072998046875,11.587803675703492,32
1,31,9,24.0,279.7840270996094,9.13523919794191e-52,255.78402709960938,255.78402709960938,10.657667351747584,32
1,30,8,24.0,302.7969055175781,1.3456936121602148e-52,278.7969055175781,278.7969055175781,11.616537245876703,32
1,10,29,25.0,298.8942565917969,1.3907372174153522e-30,273.8942565917969,273.8942565917969,10.955769825441081,32
1,11,30,25.0,275.73040771484375,4.5948700980901975e-30,250.73040771484375,250.73040771484375,10.029215907425113,32
1,11,28,25.0,298.9178161621094,7.45848726737795e-32,273.9178161621094,273.9178161621094,10.956712208215887,32
1,12,27,25.0,298.5013732910156,2.6528688144544185e-33,273.5013732910156,273.5013732910156,10.940054494038446,32
1,13,26,25.0,298.1616516113281,1.1003964968980516e-34,273.1616516113281,273.1616516113281,10.9264656273945,32
1,12,31,25.0,252.45440673828125,1.3005948031778096e-29,227.45440673828125,227.45440673828125,9.098175905604213,32
