strategy,x,y,coverage,uncertainty,path_cost,score
min_uncertainty,15.115776081424936,25.346055979643765,26.523038451512587,57.599999999999994,29.154759474226502,51.769048105154695
max_coverage_per_meter,15.115776081424936,25.346055979643765,26.523038451512587,57.599999999999994,29.154759474226502,51.769048105154695
risk_averse_weighted,15.115776081424936,25.346055979643765,26.523038451512587,57.599999999999994,29.154759474226502,51.769048105154695
risk_seeking_weighted,15.115776081424936,25.346055979643765,26.523038451512587,57.599999999999994,29.154759474226502,51.769048105154695
